sensor_id,t_unix,packet_counter,roll_deg,pitch_deg,yaw_deg
XDA.XsDeviceId,1790006400.366820,5101,-0.017,-0.939,-61.698
XDA.XsDeviceId,1790006400.382578,5102,-0.509,-0.409,-82.725
XDA.XsDeviceId,1790006400.382584,5102,-0.016,-0.935,-61.700
XDA.XsDeviceId,1790006400.398626,5103,-0.503,-0.410,-82.728
XDA.XsDeviceId,1790006400.398631,5103,-0.018,-0.930,-61.701
XDA.XsDeviceId,1790006400.414540,5104,-0.496,-0.424,-82.739
XDA.XsDeviceId,1790006400.414546,5104,-0.019,-0.932,-61.705
XDA.XsDeviceId,1790006400.430429,5105,-0.496,-0.419,-82.733
XDA.XsDeviceId,1790006400.430435,5105,-0.022,-0.921,-61.699
XDA.XsDeviceId,1790006400.446621,5106,-0.494,-0.428,-82.745
XDA.XsDeviceId,1790006400.446628,5106,-0.013,-0.927,-61.707
XDA.XsDeviceId,1790006400.462446,5107,-0.490,-0.431,-82.747
XDA.XsDeviceId,1790006400.462454,5107,-0.005,-0.927,-61.705
XDA.XsDeviceId,1790006400.478693,5108,-0.481,-0.436,-82.750
XDA.XsDeviceId,1790006400.478705,5108,0.005,-0.923,-61.699
XDA.XsDeviceId,1790006400.494692,5109,-0.483,-0.439,-82.749
XDA.XsDeviceId,1790006400.494699,5109,0.012,-0.927,-61.708
XDA.XsDeviceId,1790006400.510755,5110,-0.488,-0.438,-82.752
XDA.XsDeviceId,1790006400.510773,5110,0.008,-0.927,-61.717
XDA.XsDeviceId,1790006400.526980,5111,-0.486,-0.439,-82.747
XDA.XsDeviceId,1790006400.526987,5111,0.011,-0.931,-61.729
XDA.XsDeviceId,1790006400.542902,5112,-0.479,-0.441,-82.744
XDA.XsDeviceId,1790006400.542908,5112,0.007,-0.927,-61.726
XDA.XsDeviceId,1790006400.558947,5113,-0.487,-0.442,-82.755
XDA.XsDeviceId,1790006400.558954,5113,0.010,-0.925,-61.732
XDA.XsDeviceId,1790006400.574949,5114,-0.483,-0.447,-82.758
XDA.XsDeviceId,1790006400.574953,5114,0.011,-0.920,-61.727
XDA.XsDeviceId,1790006400.590870,5115,-0.486,-0.444,-82.750
XDA.XsDeviceId,1790006400.590878,5115,0.012,-0.918,-61.728
XDA.XsDeviceId,1790006400.606893,5116,-0.478,-0.448,-82.751
XDA.XsDeviceId,1790006400.606900,5116,0.018,-0.915,-61.728
XDA.XsDeviceId,1790006400.622853,5117,-0.478,-0.449,-82.753
XDA.XsDeviceId,1790006400.622860,5117,0.026,-0.914,-61.730
XDA.XsDeviceId,1790006400.638989,5118,-0.472,-0.452,-82.753
XDA.XsDeviceId,1790006400.654774,5118,0.030,-0.920,-61.743
XDA.XsDeviceId,1790006400.670807,5119,-0.462,-0.452,-82.749
XDA.XsDeviceId,1790006400.670810,5119,0.031,-0.920,-61.750
XDA.XsDeviceId,1790006400.686949,5120,-0.471,-0.457,-82.757
XDA.XsDeviceId,1790006400.686956,5120,0.026,-0.919,-61.763
XDA.XsDeviceId,1790006400.702903,5121,-0.479,-0.454,-82.754
XDA.XsDeviceId,1790006400.702909,5121,0.024,-0.927,-61.786
XDA.XsDeviceId,1790006400.719021,5122,-0.472,-0.458,-82.757
XDA.XsDeviceId,1790006400.719027,5122,0.028,-0.924,-61.785
XDA.XsDeviceId,1790006400.735193,5123,-0.473,-0.461,-82.760
XDA.XsDeviceId,1790006400.735205,5123,0.034,-0.923,-61.789
XDA.XsDeviceId,1790006400.751294,5124,-0.471,-0.464,-82.767
XDA.XsDeviceId,1790006400.751311,5124,0.029,-0.923,-61.803
XDA.XsDeviceId,1790006400.767514,5125,-0.458,-0.463,-82.759
XDA.XsDeviceId,1790006400.767524,5125,0.039,-0.926,-61.803
XDA.XsDeviceId,1790006400.783650,5126,-0.458,-0.467,-82.762
XDA.XsDeviceId,1790006400.783658,5126,0.035,-0.919,-61.800
XDA.XsDeviceId,1790006400.799508,5127,-0.456,-0.465,-82.759
XDA.XsDeviceId,1790006400.799516,5127,0.039,-0.916,-61.799
XDA.XsDeviceId,1790006400.815603,5128,-0.520,-0.426,-82.679
XDA.XsDeviceId,1790006400.815609,5128,-0.131,-1.019,-61.132
XDA.XsDeviceId,1790006400.831436,5129,-0.520,-0.425,-82.679
XDA.XsDeviceId,1790006400.831465,5129,-0.133,-1.018,-61.157
XDA.XsDeviceId,1790006400.847600,5130,-0.519,-0.426,-82.680
XDA.XsDeviceId,1790006400.847606,5130,-0.134,-1.019,-61.175
XDA.XsDeviceId,1790006400.863622,5131,-0.520,-0.427,-82.679
XDA.XsDeviceId,1790006400.863625,5131,-0.133,-1.019,-61.174
XDA.XsDeviceId,1790006400.879844,5132,-0.518,-0.427,-82.680
XDA.XsDeviceId,1790006400.879852,5132,-0.134,-1.019,-61.178
XDA.XsDeviceId,1790006400.895755,5133,-0.519,-0.427,-82.681
XDA.XsDeviceId,1790006400.895760,5133,-0.134,-1.020,-61.173
XDA.XsDeviceId,1790006400.911703,5134,-0.519,-0.429,-82.680
XDA.XsDeviceId,1790006400.911706,5134,-0.136,-1.019,-61.161
XDA.XsDeviceId,1790006400.930509,5135,-0.519,-0.428,-82.677
XDA.XsDeviceId,1790006400.930511,5135,-0.133,-1.020,-61.161
XDA.XsDeviceId,1790006400.946354,5136,-0.519,-0.429,-82.673
XDA.XsDeviceId,1790006400.946362,5136,-0.132,-1.021,-61.161
XDA.XsDeviceId,1790006400.961818,5137,-0.520,-0.429,-82.674
XDA.XsDeviceId,1790006400.961825,5137,-0.133,-1.022,-61.171
XDA.XsDeviceId,1790006400.977516,5138,-0.521,-0.429,-82.676
XDA.XsDeviceId,1790006400.977522,5138,-0.134,-1.021,-61.165
XDA.XsDeviceId,1790006400.993711,5139,-0.519,-0.430,-82.676
XDA.XsDeviceId,1790006400.993719,5139,-0.134,-1.024,-61.166
XDA.XsDeviceId,1790006401.009473,5140,-0.521,-0.429,-82.675
XDA.XsDeviceId,1790006401.009480,5140,-0.131,-1.023,-61.170
XDA.XsDeviceId,1790006401.025512,5141,-0.518,-0.431,-82.672
XDA.XsDeviceId,1790006401.025519,5141,-0.132,-1.023,-61.163
XDA.XsDeviceId,1790006401.041682,5142,-0.518,-0.431,-82.675
XDA.XsDeviceId,1790006401.041691,5142,-0.131,-1.024,-61.178
XDA.XsDeviceId,1790006401.057372,5143,-0.517,-0.431,-82.672
XDA.XsDeviceId,1790006401.057375,5143,-0.131,-1.025,-61.174
XDA.XsDeviceId,1790006401.073509,5144,-0.516,-0.431,-82.670
XDA.XsDeviceId,1790006401.073515,5144,-0.132,-1.025,-61.192
XDA.XsDeviceId,1790006401.089150,5145,-0.516,-0.431,-82.669
XDA.XsDeviceId,1790006401.105272,5145,-0.132,-1.025,-61.197
XDA.XsDeviceId,1790006401.120956,5146,-0.516,-0.433,-82.668
XDA.XsDeviceId,1790006401.121040,5146,-0.133,-1.026,-61.211
XDA.XsDeviceId,1790006401.137171,5147,-0.515,-0.431,-82.669
XDA.XsDeviceId,1790006401.137176,5147,-0.133,-1.025,-61.214
XDA.XsDeviceId,1790006401.153059,5148,-0.517,-0.431,-82.669
XDA.XsDeviceId,1790006401.153066,5148,-0.133,-1.024,-61.232
XDA.XsDeviceId,1790006401.169084,5149,-0.513,-0.432,-82.671
XDA.XsDeviceId,1790006401.169091,5149,-0.135,-1.022,-61.232
XDA.XsDeviceId,1790006401.185090,5150,-0.514,-0.431,-82.666
XDA.XsDeviceId,1790006401.185152,5150,-0.132,-1.023,-61.237
XDA.XsDeviceId,1790006401.201213,5151,-0.512,-0.432,-82.667
XDA.XsDeviceId,1790006401.201217,5151,-0.133,-1.023,-61.223
XDA.XsDeviceId,1790006401.217008,5152,-0.512,-0.433,-82.665
XDA.XsDeviceId,1790006401.217011,5152,-0.132,-1.022,-61.222
XDA.XsDeviceId,1790006401.232924,5153,-0.511,-0.434,-82.665
XDA.XsDeviceId,1790006401.232930,5153,-0.132,-1.023,-61.232
XDA.XsDeviceId,1790006401.248807,5154,-0.510,-0.433,-82.663
XDA.XsDeviceId,1790006401.248812,5154,-0.131,-1.022,-61.227
XDA.XsDeviceId,1790006401.264707,5155,-0.511,-0.434,-82.660
XDA.XsDeviceId,1790006401.264711,5155,-0.131,-1.022,-61.216
XDA.XsDeviceId,1790006401.280578,5156,-0.509,-0.432,-82.661
XDA.XsDeviceId,1790006401.280583,5156,-0.129,-1.022,-61.214
XDA.XsDeviceId,1790006401.296528,5157,-0.508,-0.433,-82.662
XDA.XsDeviceId,1790006401.296533,5157,-0.130,-1.021,-61.208
XDA.XsDeviceId,1790006401.312367,5158,-0.509,-0.432,-82.661
XDA.XsDeviceId,1790006401.312372,5158,-0.128,-1.020,-61.208
XDA.XsDeviceId,1790006401.328252,5159,-0.508,-0.433,-82.660
XDA.XsDeviceId,1790006401.328256,5159,-0.128,-1.022,-61.207
XDA.XsDeviceId,1790006401.344095,5160,-0.508,-0.434,-82.660
XDA.XsDeviceId,1790006401.344099,5160,-0.126,-1.021,-61.204
XDA.XsDeviceId,1790006401.359851,5161,-0.508,-0.434,-82.661
XDA.XsDeviceId,1790006401.359880,5161,-0.127,-1.021,-61.204
XDA.XsDeviceId,1790006401.375948,5162,-0.508,-0.434,-82.660
XDA.XsDeviceId,1790006401.375954,5162,-0.126,-1.020,-61.206
XDA.XsDeviceId,1790006401.391908,5163,-0.509,-0.434,-82.657
XDA.XsDeviceId,1790006401.391914,5163,-0.126,-1.021,-61.205
XDA.XsDeviceId,1790006401.407853,5164,-0.510,-0.434,-82.660
XDA.XsDeviceId,1790006401.407861,5164,-0.126,-1.018,-61.205
XDA.XsDeviceId,1790006401.423653,5165,-0.506,-0.433,-82.660
XDA.XsDeviceId,1790006401.423655,5165,-0.127,-1.019,-61.213
XDA.XsDeviceId,1790006401.439415,5166,-0.506,-0.432,-82.660
XDA.XsDeviceId,1790006401.439418,5166,-0.126,-1.020,-61.194
XDA.XsDeviceId,1790006401.455351,5167,-0.506,-0.434,-82.658
XDA.XsDeviceId,1790006401.471488,5167,-0.126,-1.020,-61.195
XDA.XsDeviceId,1790006401.487507,5168,-0.505,-0.434,-82.658
XDA.XsDeviceId,1790006401.487512,5168,-0.127,-1.020,-61.204
XDA.XsDeviceId,1790006401.503309,5169,-0.505,-0.433,-82.659
XDA.XsDeviceId,1790006401.503317,5169,-0.127,-1.021,-61.210
XDA.XsDeviceId,1790006401.519143,5170,-0.505,-0.435,-82.659
XDA.XsDeviceId,1790006401.519149,5170,-0.127,-1.021,-61.215
XDA.XsDeviceId,1790006401.535301,5171,-0.506,-0.435,-82.660
XDA.XsDeviceId,1790006401.535307,5171,-0.125,-1.018,-61.203
XDA.XsDeviceId,1790006401.551250,5172,-0.504,-0.434,-82.659
XDA.XsDeviceId,1790006401.551255,5172,-0.125,-1.021,-61.203
XDA.XsDeviceId,1790006401.567013,5173,-0.505,-0.434,-82.658
XDA.XsDeviceId,1790006401.567020,5173,-0.126,-1.020,-61.200
XDA.XsDeviceId,1790006401.582992,5174,-0.505,-0.434,-82.658
XDA.XsDeviceId,1790006401.582999,5174,-0.125,-1.019,-61.199
XDA.XsDeviceId,1790006401.598827,5175,-0.505,-0.434,-82.658
XDA.XsDeviceId,1790006401.598832,5175,-0.125,-1.020,-61.199
XDA.XsDeviceId,1790006401.614752,5176,-0.505,-0.434,-82.659
XDA.XsDeviceId,1790006401.614756,5176,-0.124,-1.020,-61.193
XDA.XsDeviceId,1790006401.630685,5177,-0.505,-0.435,-82.660
XDA.XsDeviceId,1790006401.630706,5177,-0.123,-1.020,-61.191
XDA.XsDeviceId,1790006401.646628,5178,-0.503,-0.435,-82.657
XDA.XsDeviceId,1790006401.646632,5178,-0.122,-1.020,-61.182
XDA.XsDeviceId,1790006401.662807,5179,-0.505,-0.436,-82.658
XDA.XsDeviceId,1790006401.662812,5179,-0.121,-1.020,-61.200
XDA.XsDeviceId,1790006401.678778,5180,-0.504,-0.435,-82.656
XDA.XsDeviceId,1790006401.678784,5180,-0.119,-1.021,-61.195
XDA.XsDeviceId,1790006401.694945,5181,-0.502,-0.436,-82.657
XDA.XsDeviceId,1790006401.694950,5181,-0.121,-1.019,-61.194
XDA.XsDeviceId,1790006401.711142,5182,-0.502,-0.436,-82.654
XDA.XsDeviceId,1790006401.711147,5182,-0.119,-1.019,-61.195
XDA.XsDeviceId,1790006401.727097,5183,-0.503,-0.435,-82.656
XDA.XsDeviceId,1790006401.727104,5183,-0.119,-1.020,-61.191
XDA.XsDeviceId,1790006401.743097,5184,-0.502,-0.435,-82.655
XDA.XsDeviceId,1790006401.743103,5184,-0.118,-1.020,-61.201
XDA.XsDeviceId,1790006401.758930,5185,-0.502,-0.436,-82.655
XDA.XsDeviceId,1790006401.758936,5185,-0.117,-1.020,-61.208
XDA.XsDeviceId,1790006401.775101,5186,-0.502,-0.435,-82.655
XDA.XsDeviceId,1790006401.775108,5186,-0.117,-1.019,-61.201
XDA.XsDeviceId,1790006401.791047,5187,-0.502,-0.434,-82.654
XDA.XsDeviceId,1790006401.791141,5187,-0.115,-1.018,-61.207
XDA.XsDeviceId,1790006401.807290,5188,-0.500,-0.436,-82.653
XDA.XsDeviceId,1790006401.807299,5188,-0.115,-1.019,-61.201
XDA.XsDeviceId,1790006401.823075,5189,-0.499,-0.438,-82.656
XDA.XsDeviceId,1790006401.823078,5189,-0.117,-1.017,-61.204
XDA.XsDeviceId,1790006401.839051,5190,-0.500,-0.435,-82.654
XDA.XsDeviceId,1790006401.855150,5190,-0.115,-1.017,-61.202
